"Place","Population"
"NORTH HEIDELBERG",1406
"RUMNEY",1405
"WETUMKA",1405
"CAVE JUNCTION",1405
"MARGARET",1405
"CALABASH",1404
"FENNVILLE",1404
"ROSEPINE",1403
"BEACH HAVEN",1403
"KILLIAN",1402
"PIERPONT",1402
"ARNAUDVILLE",1401
"KONAWA",1400
"SHOEMAKERSVILLE",1400
"OREL",1400
"POYGAN",1400
"HAY",1400
"ONONDAGA NATION RESERVATION",1400
"ROTAN",1400
"IOTA",1399
"FRAZEE",1399
"WATFORD CITY",1399
"LONE OAK",1399
"IVANHOE",1399
"LAMARD",1398
"HIGHLAND HILLS",1397
"LANESBORO",1397
"BUCKSKIN",1397
"ORANGE GROVE",1396
"PARTRIDGE",1396
"ORISKANY",1395
"CALAMUS",1395
"SARGENT",1394
"SHARON SPRINGS",1392
"BARBOURMEADE",1392
"WOODBRANCH",1392
"CLIFTY",1392
"OCEANA",1392
"HEPPNER",1391
"GALATIA",1391
"KIANTONE",1391
"ROCK RIVER",1390
"DEPOE BAY",1389
"HONEYVILLE",1389
"CAROGA",1388
"ONANCOCK",1387
"HICO",1387
"MEGGETT",1387
"TABOR",1387
"CHARLEMONT",1386
"FISHING CREEK",1385
"SISTERSVILLE",1385
"GRANDVIEW PLAZA",1384
"PORT AUSTIN",1384
"HETH",1383
"ELM CITY",1383
"STARBUCK",1382
"THIRD LAKE",1382
"CHAUNCEY",1382
"WEST BETHLEHEM",1381
"VAN METER",1381
"GLEN DALE",1381
"ATGLEN",1379
"GRAPELAND",1379
"CAVENDISH",1379
"MAPLE BLUFF",1379
"MORLEY",1377
"FRANCIS",1377
"REDKEY",1376
"MULBERRY GROVE",1375
"GUSTAVUS",1373
"CLAYCOMO",1373
"JUNIUS",1372
"OLA",1372
"TOQUERVILLE",1370
"ORFORDVILLE",1370
"ASHMORE",1370
"COALVILLE",1369
"MINER",1369
"WHITEOAK",1369
"DYBERRY",1369
"NASHOTAH",1368
"GLENNS FERRY",1368
"PARRISH",1367
"GRIGGSVILLE",1367
"LORAN",1367
"LOVING",1366
"PULTENEY",1366
"RODMAN",1366
"HILLS",1366
"CLARKS",1364
"BONDUEL",1363
"OSBURN",1363
"PEMBERVILLE",1362
"CRAINVILLE",1362
"VALLEY SPRINGS",1362
"GRASS",1361
"BRADBURY",1361
"DE SMET",1361
"BOWSTRING LAKE",1360
"BEGGS",1360
"MIDDLEFORK",1359
"VANDENBROEK",1359
"COMER",1358
"RUSH SPRINGS",1358
"FRIENDS CREEK",1358
"THREE WAY",1357
"SCHUYLERVILLE",1357
"YELLVILLE",1357
"BUSSERON",1357
"SVERDRUP",1356
"FLIPPIN",1356
"PHILMONT",1356
"FAIRLAND",1355
"PLANTERSVILLE",1355
"SEARSMONT",1355
"DARRINGTON",1354
"SOUTH CARTHAGE",1353
"BRYSON CITY",1353
"ROYALSTON",1353
"YATES CENTER",1353
"EXMORE",1352
"GUNTER",1351
"CALVERT",1351
"ELKADER",1351
"LAKEWOOD CLUB",1351
"GIFFORD",1350
"BROOKLET",1350
"BELL ACRES",1350
"EDMONSTON",1350
"GLENMORE",1349
"LEOLA",1349
"BLUE GRASS",1349
"BIRD ISLAND",1348
"WALLIS",1348
"BETHESDA",1348
"PENOBSCOT",1347
"CHARLACK",1346
"MORONI",1345
"PARK RIVER",1345
"CHAMA",1345
"LITTLE WOLF",1345
"SUNFISH",1344
"EGREMONT",1343
"NORTH SHENANGO",1343
"ROCK GROVE",1342
"RURAL RETREAT",1342
"WEST CARROLL",1342
"STRYKER",1341
"LANE",1341
"NEW WATERFORD",1341
"OAKVILLE",1340
"ORDWAY",1340
"BRYN ATHYN",1340
"SEBEWA",1339
"SUNDANCE",1339
"MESHOPPEN",1339
"LESSOR",1339
"BORGHOLM",1338
"TRUXTON",1338
"PENDER",1337
"LAMONT",1337
"VINALHAVEN",1337
"TENNESSEE RIDGE",1336
"CULLEN",1335
"COLUMBINE VALLEY",1335
"SUNSBURY",1334
"COCHECTON",1334
"ONECO",1334
"SEVEN POINTS",1334
"NEW PEKIN",1334
"MOUNT WOLF",1334
"EARLHAM",1333
"FRISCO CITY",1333
"FARMLAND",1333
"MABSCOTT",1333
"ALDERSON",1332
"STATE CENTER",1332
"SPEAKER",1331
"OLLA",1331
"RICHLANDTOWN",1331
"ARNOLDS PARK",1331
"DICK JOHNSON",1331
"BUHLER",1331
"WITHEE",1330
"SCHWENKSVILLE",1330
"HOGAN",1329
"HELGA",1329
"FORT RECOVERY",1329
"PETERSHAM",1327
"REESE",1326
"SOMER",1326
"PINE MOUNTAIN",1326
"MANLY",1326
"CORNVILLE",1324
"CADOTT",1324
"FONDA",1324
"NORTH BENNINGTON",1324
"PENSAUKEE",1324
"JAMAICA",1324
"MINTURN",1323
"BOOKER",1323
"VANPORT",1323
"GRAND RIDGE",1321
"GROVE HILL",1321
"ST ROSE",1320
"LECOMPTE",1320
"DREHER",1320
"TOWER LAKES",1320
"MCCORDSVILLE",1319
"BADIN",1319
"ALCESTER",1319
"RUDYARD",1318
"LOVETTSVILLE",1318
"CREEL",1318
"EAST DEER",1318
"CROOKS",1316
"SHORTSVILLE",1316
"PARKER CITY",1316
"TEN MILE",1315
"SALINEVILLE",1315
"PONDER",1315
"LEOTI",1315
"GIBBS",1315
"NORTH CHARLEROI",1311
"PARKERS PRAIRIE",1311
"HETTINGER",1310
"WEBER CITY",1310
"BLACKBIRD",1309
"THORNDALE",1309
"SOUTH NEWTON",1309
"ELM SPRINGS",1309
"BARNARD",1309
"ECKFORD",1308
"GREIG",1307
"DIMONDALE",1306
"SPRING HOPE",1306
"NEW LYME",1306
"PERRYSVILLE",1303
"FRIARS POINT",1302
"KENNETH",1302
"ANNETTA",1302
"BRUSHCREEK",1302
"PINEGROVE",1302
"SHESHEQUIN",1301
"WILLING",1301
"BELVILLE",1301
"BLANDFORD",1301
"SAND BEACH",1300
"HAGAMAN",1300
"NORTH APOLLO",1299
"BYHALIA",1299
"COVE",1299
"MAPLE PARK",1298
"CLARA CITY",1297
"WESTON LAKES",1297
"LA CROSSE-BROOKDALE",1297
"NEWLIN",1295
"WATTERSON PARK",1295
"ROSEBORO",1294
"ELBOW LAKE",1294
"ROCK PORT",1294
"DAFTER",1293
"FRAZEYSBURG",1293
"WYANET",1293
"TIKI ISLAND",1293
"MILLPORT",1292
"WIRT",1292
"BARRACKVILLE",1292
"HEWLETT HARBOR",1292
"SNEEDVILLE",1291
"PINE VALLEY",1290
"SPERRY",1290
"TEXHOMA",1290
"FOUNTAIN GREEN",1290
"COFFEEVILLE",1290
"MILLERTON",1289
"ELIZABETHVILLE",1289
"SILVERDALE",1288
"WURTSBORO",1288
"UINTAH",1288
"WOODLAWN PARK",1288
"KROTZ SPRINGS",1288
"PARACHUTE",1288
"WEST ALEXANDRIA",1287
"NEW ROCKFORD",1286
"MAIN",1286
"MOUNT AUBURN",1286
"LADD",1285
"LOWER BRULE",1285
"BOYNE VALLEY",1284
"LAKESHIRE",1284
"FINCASTLE",1284
"OGEMA",1283
"RANGELEY",1283
"ISRAEL",1283
"MILBRIDGE",1283
"OGDEN DUNES",1283
"TROY GROVE",1282
"TERRE HILL",1281
"CLEAR LAKE SHORES",1281
"CEDAR POINT",1280
"LITTLE BEAVER",1280
"BIGLER",1279
"PLANDOME",1278
"WATHENA",1278
"CAMPBELLSBURG",1278
"WEST KEWAUNEE",1277
"COLMAR MANOR",1277
"BLACK LICK",1277
"RUTHERFORD COLLEGE",1277
"MORNINGSIDE",1275
"REHOBETH",1275
"GNADENHUTTEN",1275
"ANDES",1275
"ROLLAND",1274
"MEXICO BEACH",1274
"BAY HEAD",1273
"CHINOOK",1272
"DEADWOOD",1272
"BEECHWOOD VILLAGE",1271
"CUT AND SHOOT",1271
"KILMARNOCK",1271
"MARSHAN",1271
"EAST CARBON",1271
"COAHOMA",1270
"OHATCHEE",1270
"ARAPAHOE",1269
"BUFFINGTON",1269
"PLUMMER",1269
"ELCHO",1269
"CALVERTON PARK",1269
"NORTHEAST ITASCA",1269
"OYSTER CREEK",1269
"LAKE SHORE",1269
"SPRUCE HILL",1268
"SOUTHWEST JACKSON",1268
"METCALFE",1267
"HOLLENBACK",1267
"MARKESAN",1267
"DE GRAFF",1266
"NEVILLE",1265
"SUMAS",1265
"CENTER-DISTRICT 1",1265
"EDGECOMB",1263
"TROUPSBURG",1262
"EAST MACHIAS",1262
"CHITTENDEN",1262
"WAITSBURG",1262
"PILOT MOUNTAIN",1261
"DUE WEST",1261
"WAMAC",1261
"LEONIDAS",1260
"MANCOS",1260
"DUENWEG",1259
"ASHERTON",1259
"PALM VALLEY",1259
"APPLETON CITY",1259
"ALBERTA",1258
"GERALD",1258
"CROSS ROADS",1257
"DYSART",1257
"KENBRIDGE",1256
"WEST LEECHBURG",1256
"OGUNQUIT",1256
"POWELLS CROSSROADS",1256
"MINIER",1255
"HODGDON",1254
"ST ARMAND",1254
"ACOMA",1254
"BIG ISLAND",1254
"IRAAN",1253
"CLAUDE",1253
"BRATENAHL",1253
"SOUTH CREEK",1252
"HAYMARKET",1252
"WEST MORTON",1251
"FRANKSTON",1250
"LORRAINE",1250
"TOLUCA",1249
"MANAWA",1249
"SPEARVILLE",1248
"NEW BROCKTON",1248
"GOLDEN CITY",1248
"MONETTE",1247
"SHAWNEETOWN",1247
"GRUVER",1246
"GENOLA",1246
"LAIRD",1246
"TRIPOLI",1245
"MULLETT",1245
"HUTSONVILLE",1245
"MANGONIA PARK",1245
"HICKORY GROVE",1245
"KALIDA",1244
"LILBOURN",1244
"RISON",1243
"CASNER",1243
"PINETOPS",1242
"NEVIS",1242
"GLENWOOD CITY",1242
"MELCHER-DALLAS",1241
"FAYSTON",1240
"LUMBER CITY",1240
"HOWEY-IN-THE-HILLS",1240
"KENDUSKEAG",1240
"STANCHFIELD",1239
"THOMASBORO",1239
"JOSEPH",1239
"BROOKNEAL",1239
"CHALMERS",1238
"CLOVERLAND",1238
"JULESBURG",1237
"TUNNEL HILL",1237
"SHELBURN",1237
"BENGAL",1237
"BURNETT",1237
"GEARY",1236
"BEVENT",1236
"WINLOCK",1235
"DOWNS",1235
"BRIDPORT",1235
"HENNEPIN",1234
"CULBERTSON",1233
"DIERKS",1233
"BLOOMINGGROVE",1233
"MEENON",1233
"STRAWBERRY POINT",1231
"CARRABELLE",1231
"ILLIOPOLIS",1231
"LA VERNIA",1231
"LOS INDIOS",1231
"EMERY",1230
"PEOSTA",1230
"DUNCANSVILLE",1230
"ROSLYN ESTATES",1230
"TALIHINA",1230
"LAINGSBURG",1230
"PIATT",1229
"POINT MARION",1229
"NEWELLTON",1228
"BOGATA",1228
"WAUKOMIS",1227
"ELTON",1227
"CLYMAN",1226
"VILLISCA",1226
"SAGOLA",1226
"BOSTON HEIGHTS",1226
"CLOVERPORT",1226
"RICKS",1225
"MCINTYRE",1225
"SOPHIA",1225
"DELLONA",1225
"BROWN CITY",1224
"CANNON CITY",1223
"LAKE EUNICE",1223
"MCLENDON-CHISHOLM",1223
"PACKWAUKEE",1223
"QUARRY",1222
"CHERRY CREEK",1222
"CALIENTE",1221
"GUYAN",1221
"RENVILLE",1221
"MINERVA PARK",1221
"BURDELL",1220
"LINNEUS",1220
"MULDRAUGH",1220
"ROULETTE",1220
"WABENO",1219
"CHRISMAN",1219
"OTTERBEIN",1219
"FALKVILLE",1219
"LUXORA",1218
"MILTONA",1217
"BAILEYTON",1217
"HAZELHURST",1217
"PORT REPUBLIC",1216
"BANDERA",1216
"SHAFER",1215
"AWENDAW",1215
"CADDO MILLS",1215
"GLIDDEN",1214
"KALMAR",1214
"WHITINGHAM",1214
"SEABROOK ISLAND",1214
"WHITAKER",1213
"ROSALIA",1213
"FLATROCK",1213
"BARNSDALL",1213
"MONTEAGLE",1213
"LENROOT",1213
"WEST SPARTA",1211
"IVA",1210
"GALETON",1210
"TERRYTOWN",1209
"NESS CITY",1209
"HURT",1209
"SHATTUCK",1207
"BOGUS BROOK",1207
"TOWN CREEK",1206
"ENERGY",1206
"ELVERSON",1206
"BEVIL OAKS",1205
"TRUMAN",1205
"SKANDIA",1204
"SCANDIA VALLEY",1204
"WITT",1204
"COTTONWOOD SHORES",1204
"WOODWORTH",1203
"RENOVO",1202
"BRIARCLIFF",1201
"TUTWILER",1201
"BAYBORO",1200
"LOCUST FORK",1200
"SOUTH PEKIN",1200
"ENGLISH",1199
"ROSE LAKE",1199
"YUTAN",1198
"REID",1197
"FRAZER",1197
"GEARHART",1196
"FULDA",1196
"BAY MILLS",1195
"FRENCHVILLE",1194
"COALING",1193
"ROAMING SHORES",1193
"BLADES",1193
"PENITAS",1193
"EAST BANGOR",1192
"MENAHGA",1191
"KEENESBURG",1191
"EDWARDSBURG",1191
"WESTFIELD CENTER",1190
"LUMPKIN",1190
"CELORON",1190
"WHEELWRIGHT",1190
"GREEN SPRINGS",1190
"ROYAL",1189
"PRENTISS",1189
"MARLINTON",1189
"SHIELDSVILLE",1189
"DUBOISTOWN",1189
"JACOBUS",1188
"MUNDAY",1187
"BIRCH LAKE",1187
"ATHENA",1187
"FIRTH",1187
"CONWAY SPRINGS",1186
"OKARCHE",1184
"TILTONSVILLE",1183
"BUEL",1183
"HEBRON ESTATES",1183
"MARTELL",1183
"NORDEN",1183
"AMNICON",1182
"KANDIYOHI",1182
"ROSE CITY",1182
"MARTINDALE",1182
"KOEHLER",1181
"PILOT GROVE",1181
"POLKVILLE",1181
"NAPOLI",1180
"SANGERVILLE",1180
"TYMOCHTEE",1179
"BREVATOR",1179
"FAITH",1178
"MERRYVILLE",1178
"MARCUS",1178
"TIETON",1178
"KENMARE",1177
"SEELYVILLE",1177
"MARINGOUIN",1177
"KINMUNDY",1176
"GULICH",1176
"PANDORA",1176
"MARMADUKE",1175
"WORTHING",1175
"SKYLINE",1175
"COLBURN",1173
"BURNS HARBOR",1173
"WEST EASTON",1173
"TRIVOLI",1172
"QUOGUE",1172
"LORENZO",1171
"SOUTH CORNING",1171
"PINE BLUFFS",1171
"ANNAWAN",1171
"BYNG",1170
"WHITE ROCK",1170
"MURDOCK",1170
"CASTANEA",1169
"GILCREST",1169
"LEMMON",1169
"VALMEYER",1168
"TYE",1168
"BOTKINS",1168
"OAKBORO",1168
"TEN LAKE",1166
"LEADWOOD",1166
"KEMPNER",1166
"TIMPSON",1166
"KENANSVILLE",1165
"MINA",1165
"ELKHART LAKE",1165
"HOLDING",1165
"RICHFIELD SPRINGS",1165
"GRABILL",1164
"EAST GALENA",1163
"BRADNER",1163
"BELLEROSE",1163
"EAST MAHONING",1163
"LINCOLN CENTER",1163
"ECLECTIC",1162
"GRACE",1162
"OCEAN VIEW",1162
"SPEERS",1161
"SOUTH COATESVILLE",1161
"MANTON",1161
"MEADOW",1161
"LEARY",1161
"PAMPLICO",1161
"MAHNOMEN",1161
"CROWDER",1160
"FACTORYVILLE",1160
"ELMDALE",1158
"FORT DEPOSIT",1158
"GREENSFORK",1158
"BLOOMINGBURG",1158
"KNOX CITY",1158
"FRIEND",1157
"SUMMITVILLE",1157
"SHEPHERDSTOWN",1157
"BIGLERVILLE",1156
"EAST CONEMAUGH",1156
"CONTINENTAL",1156
"SILVER GROVE",1156
"ORE CITY",1155
"RUSSIAVILLE",1155
"ARPIN",1153
"WIDNER",1153
"SPRING POINT",1153
"BOMBAY",1153
"ROWLAND",1152
"DONNELLSON",1152
"CRAIG BEACH",1152
"ST MARTINS",1151
"OKEENE",1150
"COULTERVILLE",1150
"TRAFALGAR",1150
"FRENCH LAKE",1149
"NORTH SIOUX",1149
"CHATOM",1149
"LAKE WINNEBAGO",1148
"BEAUGRAND",1147
"PRAIRIE FARM",1147
"WALKERVILLE",1146
"PANORA",1146
"LAKE TOMAHAWK",1145
"UPPER TURKEYFOOT",1144
"KILLEN",1144
"COLE CAMP",1143
"FAIR BLUFF",1143
"COBDEN",1143
"WEST BEAVER",1142
"OSCEOLA MILLS",1142
"PENNSBORO",1141
"DUNDAS",1141
"WHITE HAVEN",1141
"COTTAGE CITY",1141
"KINGFIELD",1140
"BEARDEN",1140
"LOWELLVILLE",1140
"BRAY",1140
"LAKE ISABELLA",1140
"JEWELL JUNCTION",1139
"OOLOGAH",1139
"PURDY",1139
"ESTELLINE",1139
"KENESAW",1139
"TIONESTA",1139
"RANSOM CANYON",1139
"VILLENOVA",1139
"AU TRAIN",1138
"PILOT KNOB",1137
"LENZBURG",1136
"THORNVILLE",1135
"PATTEN",1135
"HOYLETON",1135
"NEW BRAINTREE",1135
"SUNFLOWER",1134
"STANBERRY",1134
"NADEAU",1133
"LOWER TYRONE",1133
"HILL COUNTRY VILLAGE",1133
"BURRTON",1132
"TIVOLI",1132
"HIXTON",1132
"PUXICO",1131
"SIMPSON",1131
"KITTITAS",1131
"CORWIN",1131
"LANNON",1131
"KAMIAH",1130
"CANNELTON",1130
"COTTON VALLEY",1130
"BARNES",1129
"ASOTIN",1129
"BULL VALLEY",1129
"KIAWAH ISLAND",1129
"LAPWAI",1129
"NORA",1129
"GUERNSEY",1129
"OILTON",1128
"TAMPICO",1127
"BEULAVILLE",1127
"ANITA",1126
"MOUNTAINAIR",1126
"PARSHALL",1125
"TENAHA",1125
"HIGH FOREST",1125
"WAUZEKA",1125
"EDSON",1125
"ANTON",1125
"TAGHKANIC",1124
"CYRIL",1124
"LAKE HOLCOMBE",1124
"ALEXANDRIA BAY",1123
"VOLINIA",1123
"GREENBACK",1123
"LONACONING",1123
"COTTER",1122
"DIAZ",1122
"KILLINGTON",1122
"HOLIDAY LAKES",1121
"BELLE VERNON",1121
"AVERY",1120
"TOBY",1119
"MILESBURG",1119
"BLUE RAPIDS CITY",1119
"MORVEN",1118
"OGEMAW",1118
"KENNARD",1118
"SATANTA",1117
"LEETSDALE",1117
"ECKLES",1117
"MAURICE",1117
"BOGART",1117
"HERON LAKE",1116
"BASHAW",1116
"HALLSTEAD",1116
"VALIER",1116
"CALLAHAN",1115
"WEST KITTANNING",1115
"GARRETSON",1115
"STAMBAUGH",1115
"STILLMAN VALLEY",1114
"CERESCO",1114
"TOWER HILL",1114
"ONAWAY",1114
"WICONISCO",1114
"OOLITIC",1114
"GREEN CAMP",1114
"NOOKSACK",1113
"CENTERFIELD",1113
"MARBLETON",1113
"MANTACHIE",1112
"LA MOILLE",1112
"RED BOILING SPRINGS",1112
"LITHOPOLIS",1112
"HOOPER BAY",1112
"ARKWRIGHT",1111
"MCCULLOM LAKE",1111
"CHAPMANVILLE",1110
"SOUTHMAYD",1110
"SECORD",1109
"ALTHEIMER",1109
"HOLGATE",1108
"VALLEY MILLS",1108
"AXTELL",1108
"NEWRY",1108
"SILVER CLIFF",1108
"SODUS POINT",1108
"COBURG",1108
"WORTHAM",1107
"CHESNEE",1107
"CASCADE LOCKS",1106
"BEATTYVILLE",1106
"LA MONTE",1106
"ROCKSPRINGS",1106
"PECK",1105
"GARYSBURG",1105
"MEYER",1105
"HAWES",1105
"LAKE ST CROIX BEACH",1104
"CENTER HARBOR",1104
"PIGEON GROVE",1104
"DEMENT",1103
"ROCKSBURY",1103
"BRAMPTON",1103
"DERMA",1103
"LONE ROCK",1103
"SHINGLEHOUSE",1103
"CENTER HILL",1103
"FARMING",1102
"FREDENBERG",1102
"KNIFE LAKE",1102
"TOWNSHIP 12",1102
"NORDLAND",1102
"LAKE NEBAGAMON",1102
"NORRIE",1100
"ELSIE",1100
"ASYLUM",1099
"UCON",1099
"BALLY",1099
"SLOCUM",1098
"SPICER",1098
"MOROCCO",1098
"STROMSBURG",1097
"BEACH",1097
"KENT CITY",1097
"DIKE",1096
"ELLPORT",1096
"LANGDON PLACE",1096
"POSEYVILLE",1096
"HOTCHKISS",1095
"CRAFTSBURY",1095
"SILETZ",1095
"ASH FLAT",1094
"STEEN",1094
"LOAMI",1094
"GURLEY",1094
"MAMMOTH SPRING",1094
"LONGPORT",1093
"CANDO",1093
"WHITESVILLE",1092
"EPPS",1092
"EQUALITY",1092
"PACKER",1091
"HOKAH",1091
"MARVELL",1091
"URSA",1091
"MISSION CREEK",1090
"EAST SIDE",1090
"LEMPSTER",1090
"TOWNSHEND",1090
"TUSCARORA RESERVATION",1090
"PORT ORFORD",1090
"BOLEY",1090
"SWEPSONVILLE",1089
"TATAMY",1089
"ROSICLARE",1089
"HAYNEVILLE",1089
"PASADENA HILLS",1088
"JAMAICA BEACH",1088
"ERICK",1088
"MARCELLON",1088
"PROSPERITY",1088
"GROVETON",1087
"RIVOLI",1087
"LINESVILLE",1087
"GERALDINE",1086
"IVEY",1085
"HILBERT",1084
"MARKLE",1084
"ELK RUN HEIGHTS",1083
"MOFFATT",1083
"ARAGON",1083
"OBION",1083
"STETSON",1083
"CAMPTI",1083
"NORTH CARLTON",1082
"ENTIAT",1082
"TYNDALL",1082
"GRATIOT",1082
"OGLETHORPE",1082
"KEOSAUQUA",1082
"GLEN ALPINE",1081
"WOOD LAKE",1081
"PEMBINA",1081
"CHERRYFIELD",1080
"MEDLEY",1080
"WINTON",1079
"RIETBROCK",1078
"CHENEY'S GROVE",1077
"SOUTH ROSS",1076
"LILLY",1076
"MCCALMONT",1076
"STRONGS PRAIRIE",1075
"LA CYGNE",1075
"WEEPING WATER",1074
"VEALE",1074
"TRUMBAUERSVILLE",1074
"HUFF",1074
"DAISETTA",1074
"ARCO",1074
"ECRU",1072
"LOWER AUGUSTA",1072
"VANDERBILT",1072
"WEST MAYFIELD",1071
"SYLVAN BEACH",1071
"MACHIASPORT",1071
"COAL HILL",1070
"HORTONIA",1070
"VELVA",1070
"WEST MAHONING",1069
"LIBERTY CENTER",1069
"KEEWATIN",1068
"BRADFORD WOODS",1068
"NEW FAIRVIEW",1067
"RHOME",1067
"CENTRE HALL",1067
"LANGHORNE MANOR",1067
"RUSSELL GARDENS",1067
"LADOGA",1065
"EAST OTTO",1065
"FRENCH SETTLEMENT",1065
"ROSLYN HARBOR",1065
"NINNEKAH",1064
"HEATH SPRINGS",1064
"TUNICA",1064
"WURTLAND",1063
"CASHTON",1062
"FYFFE",1061
"BECKEMEYER",1061
"WANATAH",1061
"RARDEN",1061
"COCHRANTON",1061
"DIXMONT",1061
"MANNSVILLE",1061
"RINGLING",1060
"SHELLMAN",1060
"COALMONT",1059
"TURMAN",1058
"RUBY",1058
"STELLA",1058
"WHITE EYES",1058
"UNION BRIDGE",1057
"STURGEON",1057
"FAIRCHILDS",1057
"PHIL CAMPBELL",1057
"BOYCEVILLE",1056
"SEAMAN",1056
"PERCH LAKE",1056
"LOVETT",1055
"WEST PERRY",1055
"ST MICHAELS",1055
"RUGGLES",1054
"NEW HARMONY",1054
"ALBERS",1054
"ALLIN",1054
"PINE ROCK",1053
"DU BOIS",1053
"RATHBONE",1053
"NORTH HERO",1053
"CLENDENIN",1052
"MAINEVILLE",1052
"CARRIZOZO",1052
"COULEE DAM",1052
"ROSE VALLEY",1052
"NORTH UTICA",1051
"LAKE LINDEN",1050
"ELSINBORO",1050
"MOREHOUSE",1050
"PRINGLE",1050
"HORATIO",1050
"CAVE SPRING",1050
"ORVIL",1050
"GRAND COTEAU",1049
"CROCKER",1049
"WHITE POST",1049
"WAYNE CITY",1049
"LITTLE BLACK",1049
"EAST NELSON",1048
"HAGAN",1048
"DEAL",1047
"RUNGE",1047
"HACKBERRY",1047
"IRISHTOWN",1046
"RAPID RIVER",1045
"GIBSLAND",1045
"FOUNTAIN PRAIRIE",1044
"VOLO",1044
"ORFORD",1044
"DICKEYVILLE",1043
"GLASFORD",1043
"WENONA",1043
"LITTLEVILLE",1043
"LAVERNE",1043
"ARMENIA",1042
"PORT HENRY",1041
"SIDELL",1040
"CENTROPOLIS",1040
"CONVOY",1040
"ALOHA",1040
"ZANE",1040
"LYNNVIEW",1039
"CALIFON",1038
"COMFORT",1038
"IRASBURG",1037
"LAKE ANDREW",1037
"BROOKPORT",1036
"VEGA",1036
"KIBLER",1036
"PITT",1036
"HEMPHILL",1036
"NORTH WEBSTER",1035
"NEW SHOREHAM",1035
"WIOTA",1035
"ALLEGANY RESERVATION",1035
"LEONVILLE",1034
"VELDA VILLAGE HILLS",1034
"TAYLORS FALLS",1034
"EASTERN",1034
"DRISCOLL",1034
"SAEGERTOWN",1034
"SADORUS",1033
"ELKO NEW MARKET",1033
"POHOCCO",1033
"TOM BEAN",1033
"MCCAMISH",1033
"CAIN",1033
"MAYO",1032
"SMILEY",1032
"DELIGHT",1032
"EGYPT",1032
"LATTY",1032
"ENSIGN",1031
"NEW SUMMERFIELD",1031
"MARTINTON",1030
"EVARTS",1030
"PLAIN DEALING",1030
"BIGELOW",1030
"WISTER",1030
"FOREMAN",1029
"CUYLER",1029
"DRAMMEN",1028
"FLANAGAN",1028
"ARCHIE",1028
"BUCKMAN",1028
"FORESTER",1027
"OAK",1027
"BIRCHWOOD",1027
"STRONGHURST",1027
"BAY LAKE",1027
"MCCONNELLSBURG",1027
"POCA",1027
"BOIS D'ARC",1026
"YONCALLA",1026
"BELWOOD",1026
"DRAIN",1026
"PEMBINE",1026
"ST ANSGAR",1025
"CRIPPLE CREEK",1025
"STOVER",1024
"THOMPSONVILLE",1024
"MIRAGE",1024
"RIESEL",1023
"DRY POINT",1023
"LEAKESVILLE",1023
"WEST BROWNSVILLE",1022
"MONTVERDE",1022
"WAELDER",1021
"SHELLSBURG",1021
"RAPIDAN",1021
"FARM ISLAND",1021
"NORWOOD COURT",1020
"OAK VALLEY",1020
"HUMANSVILLE",1020
"CRAIGSVILLE",1020
"YOE",1020
"KEYSVILLE",1019
"LAKESIDE CITY",1019
"FITCHVILLE",1018
"WILBUR",1018
"MCKEE",1018
"PRIMROSE",1017
"CLEON",1017
"ALCONA",1017
"BALL GROUND",1017
"BAYVIEW",1016
"STONE HARBOR",1016
"COLERAINE",1016
"JAMESPORT",1015
"OLD FIELD",1014
"BUDE",1014
"EAST GULL LAKE",1014
"SUMMERTON",1013
"NORRIS CITY",1013
"NORLINA",1013
"HACKETT",1013
"INGALLSTON",1012
"MORRISONVILLE",1012
"ELECTRIC CITY",1011
"LITTLE WALNUT",1011
"BIGLICK",1011
"STONEBORO",1011
"MIKADO",1011
"TANGENT",1011
"MAYESVILLE",1011
"NESHKORO",1010
"SHERBURN",1009
"HYDRO",1008
"ALLIS",1008
"MOSSES",1007
"HAGUE",1007
"BATES",1007
"STRUM",1006
"POYSIPPI",1006
"CASSEL",1006
"ROUND GROVE",1005
"VARDAMAN",1005
"FIDELITY",1005
"COOL VALLEY",1004
"CINCINNATUS",1004
"BURWELL",1003
"ADDYSTON",1003
"MELVIN",1003
"RANGE",1003
"RIDDLE",1003
"FAIRLEE",1003
"LAKE LURE",1002
"SERENA",1002
"KELLYVILLE",1002
"BAXTER ESTATES",1002
"STEPHENS",1002
"WARDSVILLE",1001
"ELKHORN CITY",1001
"GLOSTER",1001
"SAXEVILLE",1001
"OTSELIC",1000
"CALMAR",1000
"EMILY",1000
"SHORT CREEK",1000
"HI-NELLA",1000
"WASIOJA",999
"NODAWAY",999
"FLYNN",998
"GOWRIE",998
"ENDERLIN",997
"IOWA COLONY",997
"SELIGMAN",997
"EDEN VALLEY",997
"BOYS TOWN",996
"GRAY COURT",996
"MCCAYSVILLE",996
"YATESVILLE",996
"PEACE",995
"RIMERSBURG",995
"NAHUNTA",995
"CADDO",994
"POQUOTT",994
"IRON RIDGE",994
"NEW SWEDEN",994
"DELEVAN",994
"ILWACO",993
"BOULDER JUNCTION",993
"EMBDEN",993
"WILLET",993
"DALLAS CITY",992
"VANCEBORO",992
"AUXVASSE",992
"NEW WASHINGTON",992
"BINGHAM FARMS",992
"LUCKEY",991
"TEXICO",991
"CRIVITZ",991
"DRIFTWOOD",990
"PISGAH",990
"SAMPSON",990
"GHOLSON",990
"RAPIDS CITY",989
